Delta Time, Position, Velocity, Heading, 
20, 34.373744, 5.593311, 5.617039, 
20, 34.484101, 5.517837, 5.604102, 
20, 34.592964, 5.443144, 5.592034, 
20, 34.700349, 5.369282, 5.580809, 
20, 34.806275, 5.296277, 5.570404, 
20, 34.910758, 5.224138, 5.560793, 
20, 35.013815, 5.152862, 5.551952, 
20, 35.115463, 5.082430, 5.543856, 
20, 35.215720, 5.012816, 5.536482, 
20, 35.314599, 4.943987, 5.529805, 
20, 35.412117, 4.875904, 5.523805, 
20, 35.508288, 4.808526, 5.518458, 
20, 35.603124, 4.741808, 5.513745, 
20, 35.696638, 4.675705, 5.509645, 
20, 35.788842, 4.610171, 5.506140, 
20, 35.879745, 4.545162, 5.503210, 
20, 35.969358, 4.480633, 5.500840, 
20, 36.057688, 4.416541, 5.499012, 
20, 36.144745, 4.352847, 5.497711, 
20, 36.230536, 4.289512, 5.496922, 
20, 36.315066, 4.226501, 5.496631, 
20, 36.398341, 4.163779, 5.496824, 
20, 36.480368, 4.101317, 5.497488, 
20, 36.561149, 4.039088, 5.498611, 
20, 36.640691, 3.977066, 5.500182, 
20, 36.718995, 3.915230, 5.502187, 
20, 36.796069, 3.853669, 5.504618, 
20, 36.871920, 3.792557, 5.507462, 
20, 36.946559, 3.731959, 5.510710, 
20, 37.019996, 3.671854, 5.514353, 
20, 37.092241, 3.612229, 5.518380, 
20, 37.163302, 3.553068, 5.522783, 
20, 37.233189, 3.494362, 5.527552, 
20, 37.301911, 3.436103, 5.532680, 
20, 37.369477, 3.378286, 5.538157, 
20, 37.435895, 3.320907, 5.543975, 
20, 37.501174, 3.263967, 5.550124, 
20, 37.565324, 3.207468, 5.556598, 
20, 37.628352, 3.151413, 5.563386, 
20, 37.690268, 3.095808, 5.570480, 
20, 37.751082, 3.040662, 5.577871, 
20, 37.810801, 2.985984, 5.585550, 
20, 37.869437, 2.931786, 5.593507, 
20, 37.926999, 2.878080, 5.601733, 
20, 37.983496, 2.824880, 5.610218, 
20, 38.038940, 2.772202, 5.618952, 
20, 38.093341, 2.720061, 5.627923, 
20, 38.146711, 2.668473, 5.637122, 
20, 38.199060, 2.617456, 5.646537, 
20, 38.250401, 2.567027, 5.656156, 
20, 38.300745, 2.517201, 5.665968, 
20, 38.350104, 2.467997, 5.675960, 
20, 38.398493, 2.419430, 5.686120, 
20, 38.445923, 2.371514, 5.696436, 
20, 38.492409, 2.324265, 5.706894, 
20, 38.537963, 2.277694, 5.717480, 
20, 38.582599, 2.231813, 5.728182, 
20, 38.626331, 2.186631, 5.738985, 
20, 38.669175, 2.142157, 5.749876, 
20, 38.711142, 2.098394, 5.760841, 
20, 38.752249, 2.055347, 5.771866, 
20, 38.792510, 2.013017, 5.782936, 
20, 38.831938, 1.971401, 5.794039, 
20, 38.870548, 1.930496, 5.805158, 
20, 38.908354, 1.890297, 5.816282, 
20, 38.945369, 1.850793, 5.827396, 
20, 38.981609, 1.811974, 5.838487, 
20, 39.017085, 1.773826, 5.849541, 
20, 39.051812, 1.736334, 5.860547, 
20, 39.085802, 1.699480, 5.871490, 
20, 39.119067, 1.663245, 5.882360, 
20, 39.151619, 1.627606, 5.893145, 
20, 39.183470, 1.592543, 5.903832, 
20, 39.214630, 1.558029, 5.914412, 
20, 39.245111, 1.524040, 5.924874, 
20, 39.274922, 1.490551, 5.935209, 
20, 39.304074, 1.457615, 5.945407, 
20, 39.332581, 1.425353, 5.955462, 
20, 39.360457, 1.393799, 5.965367, 
20, 39.387716, 1.362925, 5.975118, 
20, 39.414370, 1.332702, 5.984708, 
20, 39.440432, 1.303101, 5.994134, 
20, 39.465914, 1.274096, 6.003393, 
20, 39.490827, 1.245661, 6.012479, 
20, 39.515182, 1.217772, 6.021392, 
20, 39.538991, 1.190403, 6.030128, 
20, 39.562261, 1.163532, 6.038685, 
20, 39.585004, 1.137139, 6.047063, 
20, 39.607228, 1.111202, 6.055259, 
